CNTSCHID,CNTSTUID,STRATUM,REPEAT,WORKPAY,DURECEC,SISCO,SCHRISK,INFOSEEK,ESCS,ICTSCH,ICTAVSCH,ICTQUAL,ICTENQ,MPVMATH,MPVREAD,MPVSCIE
50400042,50406315,MAR03,1,0,3,0,0.5348,0.1837,-2.1684,-3.3154,2,-1.0009,-2.3763,402.9697,376.8822,442.8251
50400106,50406336,MAR03,0,0,2,1,0.181,-0.2158,-1.5547,0.4062,7,-0.6904,-0.8903,415.4927,415.5575,402.697
50400123,50406349,MAR03,1,1,1,9,1.8348,-1.1032,-1.2446,-2.4294,4,-1.5719,0.1292,327.5617,250.9346,339.6283
50400042,50406352,MAR03,1,10,2,1,0.4456,0.7478,-2.1114,0.4062,7,-2.8028,-0.5832,321.0729,286.2964,323.9159
50400125,50406353,MAR03,0,0,1,1,-0.6386,-0.1779,-1.6738,0.4062,7,-1.5986,-1.4116,443.5232,417.9795,440.5594
50400116,50406365,MAR03,0,2,3,9,-0.6386,-1.1032,1.0935,0.4062,7,-0.153,1.1629,461.8859,343.2295,416.8776
50400010,50406373,MAR03,1,0,2,9,0.181,-1.1032,-2.4652,0.4062,7,-0.4917,-0.918,434.2006,414.3505,416.9967
50400125,50406390,MAR03,0,0,0,9,-0.6386,-1.1032,-1.4479,0.4062,7,0.3623,-1.2642,414.3292,447.2681,421.0964
50400087,50406391,MAR03,0,3,2,1,0.5348,0.4035,-2.974,0.4062,7,0.3501,0.2155,356.7568,323.0193,357.6413
50400148,50406403,MAR03,1,0,2,1,0.5348,-0.5845,-3.3992,0.4062,7,0.3844,-0.6747,317.7142,297.8694,260.8777
50400001,50406407,MAR03,0,10,2,1,1.8365,-0.0736,-2.874,0.4062,7,-1.6194,-0.7843,317.4364,343.8271,267.8974
50400116,50406411,MAR03,0,0,3,1,-0.6386,-0.4272,0.3573,-3.3154,2,-2.8028,-0.0093,491.446,501.5235,540.0438
50400067,50406415,MAR03,0,0,0,1,-0.6386,0.7047,0.8489,-2.0485,4,-0.6724,-2.3763,356.7292,306.0951,389.5729
50400069,50406424,MAR03,1,0,0,9,-0.6386,-1.1032,-1.6164,0.4062,7,-2.8028,-2.3763,318.1706,306.3557,355.0014
50400055,50406459,MAR03,0,0,1,9,0.5348,-1.1032,-1.8802,0.4062,7,-1.378,-0.6366,421.249,404.7143,420.9631
50400125,50406460,MAR03,0,0,2,1,0.5348,-0.7598,-0.1477,0.4062,7,-0.6224,-1.143,394.3201,382.8224,408.4264
50400038,50406462,MAR03,1,2,6,9,1.8634,-1.1032,-1.2061,0.4062,2,-1.9108,-2.3763,311.2169,243.6806,266.2797
50400066,50406463,MAR03,1,5,5,1,2.1099,2.4073,-1.5734,0.4062,7,-1.0009,-1.3709,370.3074,292.01,309.3123
50400140,50406466,MAR03,1,10,2,9,0.4437,-1.1032,-2.6248,-0.7572,3,-0.0705,-2.3763,336.5038,314.469,324.4274
50400042,50406479,MAR03,1,0,3,1,-0.6386,-1.6343,-0.1813,-5.6242,0,2.8889,2.063,362.7905,412.4757,349.021
50400106,50406488,MAR03,0,0,2,1,-0.6386,0.0156,-3.4832,0.4062,7,-1.1036,-0.4163,378.7486,341.1568,359.8392
50400106,50406495,MAR03,0,0,2,1,0.5972,-0.284,-2.4471,0.4062,7,-0.1858,-0.9556,343.1712,282.1655,295.8885
50400070,50406500,MAR03,1,0,2,1,1.6458,-1.1544,-3.3168,0.4062,7,-0.5565,0.1826,299.7515,319.637,330.8511
50400070,50406503,MAR03,1,10,1,1,-0.6386,0.7508,-3.557,0.4062,7,-0.8313,0.1936,341.7321,329.2707,371.3766
50400106,50406510,MAR03,0,0,2,1,1.8634,0.2137,-1.196,0.4062,7,-1.0829,-0.3837,371.0435,405.8695,371.7997
50400140,50406522,MAR03,1,5,3,9,-0.6386,-1.1032,-2.9165,0.4062,7,-2.8028,-2.3763,415.8352,369.0253,397.4915
50400133,50406530,MAR03,0,3,1,9,2.3889,-1.1032,-2.3698,0.008,4,-1.4411,-0.9509,311.7863,301.118,318.6856
50400116,50406533,MAR03,0,0,2,1,-0.6386,0.7389,0.6804,0.4062,7,-0.9569,0.4331,434.5271,506.0316,486.6884
50400116,50406535,MAR03,0,0,3,1,-0.6386,0.2756,0.5205,0.4062,7,-0.7261,-0.9257,484.4868,438.4165,465.9115
50400010,50406537,MAR03,1,1,3,9,0.5348,-1.1032,-0.1607,0.4062,7,-2.8028,-2.3763,360.0903,360.2025,336.9668
50400133,50406539,MAR03,1,2,2,9,-0.6386,-1.1032,-4.03,0.4062,7,-2.8028,-0.9262,289.2856,277.6127,323.8072
50400055,50406545,MAR03,0,0,2,9,-0.6386,-1.1032,-1.252,0.4062,7,1.2515,0.2422,427.9526,406.6424,447.7829
50400133,50406547,MAR03,0,0,2,1,-0.6386,0.9264,-4.3354,0.4062,7,-1.5237,-0.2464,340.622,297.6501,347.0548
50400169,50406548,MAR03,1,0,3,9,1.7531,-1.1032,-2.2714,0.4062,7,-0.5878,-0.1844,345.0767,357.4577,383.504
50400010,50406550,MAR03,1,0,2,1,-0.6386,1.0738,-0.8871,-1.4084,5,-0.6532,-2.2749,379.288,344.834,401.4698
50400133,50406551,MAR03,0,0,2,1,-0.6386,-0.3881,-2.4839,0.4062,7,-0.3449,-0.3237,372.4767,346.4684,347.5871
50400010,50406563,MAR03,1,4,0,9,0.4139,-1.1032,-1.9065,0.4062,7,0.2171,1.2049,282.8464,255.8142,312.9312
50400123,50406575,MAR03,1,3,2,9,1.2062,0.1658,-1.4141,-1.7881,2,1.4325,0.4352,321.2295,311.1876,307.1535
50400067,50406583,MAR03,0,0,2,9,-0.6386,-1.1032,-1.4737,0.4062,7,0.7938,-0.572,395.416,416.1319,389.6026
50400020,50406593,MAR03,0,0,3,1,-0.6386,-0.0084,-1.8042,0.4062,7,-0.321,-0.7646,427.959,435.3679,476.6848
50400123,50406609,MAR03,1,0,0,9,-0.6386,-1.1032,-1.218,-1.0247,6,-1.0614,0.4007,306.221,275.3277,345.2623
50400125,50406620,MAR03,1,0,5,1,0.5348,0.7171,-2.0971,-1.9088,5,-2.8028,-0.0187,385.0958,329.2241,431.6798
50400010,50406621,MAR03,1,0,0,1,-0.6386,0.9074,-2.8986,0.4062,7,-1.3735,-2.3763,335.9148,347.8497,333.3049
50400010,50406640,MAR03,1,0,6,9,-0.6386,-1.1032,-2.4397,0.4062,7,-2.8028,-2.3763,294.0619,262.7358,307.9342
50400020,50406658,MAR03,0,10,5,1,-0.6386,-0.0706,-2.8577,0.3243,6,-1.4866,-1.4189,383.2899,329.2825,392.3789
50400116,50406670,MAR03,0,0,0,1,0.5348,-0.2282,0.9065,0.4062,7,-1.0009,-1.2397,413.8128,460.3162,432.8221
50400140,50406671,MAR03,9,0,1,1,-0.6386,-0.552,-2.5626,0.4062,7,-0.1813,0.6165,363.8388,351.2955,391.3703
50400106,50406674,MAR03,0,0,1,1,0.181,0.5912,-0.3792,0.4062,7,-1.0828,-0.3096,422.933,388.8727,440.1777
50400133,50406676,MAR03,1,10,2,1,0.5348,2.5571,-1.9252,0.4062,7,0.3623,2.7235,356.5071,342.7492,276.4687
50400169,50406683,MAR03,1,5,0,1,-0.6386,1.7332,-4.1397,0.4062,7,0.3623,3.7481,271.3941,252.622,255.9626
50400087,50406684,MAR03,1,2,0,1,0.181,0.9633,-1.4857,0.1064,5,-0.785,-0.177,320.6824,289.4026,319.7169
50400020,50406702,MAR03,0,0,3,1,0.5348,-0.3215,-1.4489,-1.7984,5,-0.6056,2.0263,384.3851,387.4938,369.463
50400069,50406707,MAR03,1,0,2,9,1.2046,-1.1032,-0.998,0.4062,7,-2.8028,-2.3763,298.5166,269.0014,310.9677
50400001,50406713,MAR03,0,0,3,1,-0.6386,0.9524,-3.0087,0.4062,7,-2.8028,-0.4259,389.4077,263.6525,349.0235
50400070,50406719,MAR03,0,0,1,1,1.5406,0.5107,-1.1433,0.4062,7,-0.1239,0.6212,360.0044,312.0842,311.2049
50400017,50406728,MAR03,0,0,2,9,-0.6386,-1.1032,-2.4542,0.2604,6,-1.8366,-0.9483,438.0363,394.8845,398.0087
50400066,50406756,MAR03,1,5,2,1,1.6441,-1.8772,-2.6679,0.4062,7,-0.8825,-2.3763,345.0251,392.2715,349.6125
50400067,50406760,MAR03,1,0,2,9,-0.6386,-1.1032,-3.1522,0.305,6,-1.0009,-2.3763,357.044,330.3317,337.5581
50400169,50406778,MAR03,0,0,2,1,0.181,1.3717,-2.4717,0.4062,7,-0.7002,-1.2185,362.6507,354.9555,389.1351
50400133,50406779,MAR03,1,0,2,9,-0.6386,-1.1032,-3.8633,0.4062,7,-1.0009,-2.3763,336.3838,301.596,344.0128
50400023,50406791,MAR03,1,0,2,9,0.5348,-1.1032,-1.7957,0.4062,7,0.1203,-0.5577,347.6994,327.7313,337.4454
50400014,50406805,MAR03,0,0,1,1,0.5348,0.5059,0.1491,-1.4101,5,-0.8314,1.6386,373.674,413.1057,396.6072
50400123,50406807,MAR03,1,0,3,9,-0.6386,-1.1032,-3.9214,0.4062,7,-0.3396,-0.6611,340.3275,322.1402,342.1485
50400020,50406830,MAR03,0,0,2,0,-0.6386,0.8078,-0.7739,-0.0831,6,-1.5422,0.1855,329.5279,299.787,356.8131
50400133,50406834,MAR03,1,0,0,9,-0.6386,-1.1032,-5.5964,-5.6242,0,-0.6936,-2.145,296.9757,317.5374,311.789
50400169,50406847,MAR03,1,10,2,1,-0.6386,0.526,-4.0652,0.4062,7,-0.8226,-2.3763,353.4002,330.9052,322.1726
50400123,50406858,MAR03,0,0,2,9,0.5348,-1.1032,-4.4733,-0.7265,6,-1.9191,-1.0702,349.5212,347.4705,384.8503
50400140,50406862,MAR03,1,5,0,9,-0.6386,-1.1032,-4.9639,0.4062,7,-0.2104,0.1704,394.2824,345.9325,421.3111
50400010,50406873,MAR03,1,2,2,9,0.4437,-1.1032,-3.2707,0.4062,7,-1.561,-0.7587,314.4929,267.8198,298.848
50400014,50406875,MAR03,1,0,2,9,-0.6386,-1.1032,1.0887,0.4062,7,-0.4313,0.378,385.205,375.6278,422.7013
50400014,50406879,MAR03,1,0,1,1,0.8185,-1.1032,-1.1566,0.4062,7,-0.5247,-1.0449,331.8541,261.9694,305.9749
50400106,50406880,MAR03,0,0,3,1,0.9218,-2.194,-1.4925,0.4062,7,-0.7022,-0.5683,482.6141,442.8296,470.3319
50400042,50406886,MAR03,1,0,1,9,-0.6386,-1.1032,-2.2768,0.4062,7,-0.3589,0.2776,357.7637,348.3432,396.8857
50400001,50406891,MAR03,0,0,2,1,1.1287,0.0267,1.0638,-5.6242,0,-2.1362,-0.0768,528.0682,413.7147,514.659
50400020,50406892,MAR03,0,1,2,1,0.5348,1.0161,-2.3099,0.4062,7,-0.4839,1.9913,410.3628,407.9922,449.099
50400087,50406893,MAR03,1,6,1,1,-0.6386,-0.2287,-2.7478,0.346,6,-0.8026,-0.0507,310.905,272.3595,363.1152
50400023,50406896,MAR03,1,0,3,1,-0.6386,0.7732,-2.7282,-0.8411,6,0.3623,0.871,341.4858,314.0182,362.7707
50400010,50406899,MAR03,1,0,1,9,-0.6386,-1.1032,-3.1853,0.0112,3,-2.8028,-2.3763,312.9744,274.9455,332.2664
50400140,50406916,MAR03,1,8,2,9,0.5348,-1.1032,-1.6025,0.4062,7,1.0431,0.1121,325.2313,341.7367,310.7412
50400125,50406928,MAR03,0,0,0,9,2.6536,-1.1032,-1.3141,-1.5425,5,-2.8028,-2.3763,337.245,302.346,354.9384
50400069,50406941,MAR03,1,10,3,1,-0.6386,-1.939,-2.1901,-0.8411,6,0.3623,-0.6349,366.5724,343.3917,371.2322
50400169,50406945,MAR03,1,10,2,9,0.8948,-1.1032,-1.9739,0.4062,7,-2.8028,-2.3763,356.0492,350.2401,375.9279
50400067,50406954,MAR03,0,0,3,9,0.5348,-1.1032,-2.1647,-0.8411,6,-1.1263,0.3442,410.4398,414.9888,412.1181
50400042,50406955,MAR03,1,4,2,1,1.8348,1.2299,-2.2712,0.2098,6,-0.7639,-1.0104,304.046,238.9857,343.1477
50400087,50406969,MAR03,1,8,2,1,1.1287,1.2662,-1.8375,0.4062,7,-2.8028,-0.4898,389.2344,359.5629,416.6717
50400125,50406971,MAR03,0,0,1,9,1.18,0.2178,-0.8875,0.4062,7,-1.2619,-0.6944,426.7261,452.2417,432.0366
50400067,50406984,MAR03,0,0,1,9,0.4139,-1.1032,-2.7588,0.4062,7,-1.6835,-0.9391,356.5574,314.2174,330.1436
50400123,50406992,MAR03,1,0,2,9,0.5348,-1.1032,-1.1507,0.4062,7,1.1546,-0.7029,213.4147,214.5504,244.0848
50400067,50406997,MAR03,0,0,1,9,-0.6386,-0.3554,-1.7937,0.4062,7,-1.0097,-0.9442,373.4925,358.9099,379.9704
50400169,50406999,MAR03,1,0,0,9,-0.6386,-1.1032,-2.0073,0.346,6,-1.529,-1.9317,278.3948,272.5887,285.0027
50400125,50407012,MAR03,0,0,3,9,-0.6386,-1.1032,-0.9619,0.4062,7,-0.6282,-0.1585,432.7697,425.0167,464.7318
50400066,50407021,MAR03,1,0,1,1,1.6458,0.993,-2.7655,0.4062,7,-2.8028,-2.3763,416.7994,431.9182,464.8401
50400070,50407035,MAR03,0,1,0,1,-0.6386,1.0546,-1.443,-1.0247,6,-1.2913,0.685,327.0331,307.6739,386.0156
50400066,50407040,MAR03,1,1,3,1,2.6536,1.4088,-0.55,0.4062,7,-2.8028,-0.1757,276.1814,219.0625,260.0454
50400169,50407042,MAR03,1,0,2,1,1.6458,-0.1888,-1.2197,0.4062,7,-0.8208,-0.9627,286.8674,324.1384,261.7918
50400067,50407069,MAR03,1,0,2,0,-0.6386,0.0272,-2.4772,-2.213,4,-0.421,0.019,420.2958,356.8981,395.5302
50400067,50407072,MAR03,0,10,2,1,-0.6386,0.0656,-1.0142,0.4062,7,-0.4364,-1.3015,346.4707,243.7434,326.9625
50400069,50407075,MAR03,1,0,2,1,0.4437,0.7715,-1.0622,0.4062,7,-0.7187,-0.3426,360.2842,331.2021,342.9836
50400133,50407080,MAR03,1,0,0,9,-0.6386,-1.1032,-3.842,0.4062,7,-0.8803,-2.3763,344.1941,333.0775,331.9898
50400140,50407087,MAR03,1,0,3,1,1.2046,-1.1032,-1.9683,-2.4302,3,-2.8028,-2.3763,343.5941,362.7768,359.1305
50400066,50407092,MAR03,1,0,2,1,0.9202,-1.8881,-3.3193,0.4062,7,0.3623,-0.3584,314.4757,324.5073,372.9768
50400133,50407116,MAR03,1,7,0,1,-0.6386,0.6679,-3.6057,0.4062,7,-1.4023,-2.3763,303.749,272.093,301.3022
50400056,50400001,MAR04,0,0,2,9,0.5348,-1.1032,-3.1284,0.4062,7,-1.3806,0.0722,347.5056,343.6656,350.1358
50400103,50400003,MAR04,0,0,2,1,-0.6386,-2.1307,-1.6134,0.4062,7,-0.303,-0.5291,297.9365,290.7915,289.0282
50400053,50400009,MAR04,1,10,1,1,0.4456,0.9733,-1.7199,0.4062,7,0.8697,0.769,254.0089,237.3816,254.5022
50400043,50400021,MAR04,0,0,3,9,1.8634,-1.1032,-0.1438,0.4062,7,-1.6448,0.093,429.1639,387.7923,375.4195
50400162,50400022,MAR04,1,2,0,1,-0.6386,1.1542,-1.6879,0.4062,7,-1.5509,-0.4032,266.8,220.7978,315.0471
50400115,50400031,MAR04,0,0,3,9,0.5348,-1.1032,-1.8686,-1.0561,6,-0.789,3.7481,389.7082,363.2657,387.4368
50400009,50400036,MAR04,1,0,2,9,-0.6386,-1.1032,-2.4259,0.4062,7,0.4986,-2.3763,331.396,250.9214,316.541
50400084,50400056,MAR04,1,0,3,1,-0.6386,-0.3288,-1.6615,0.4062,7,-0.4493,1.2049,339.9047,345.427,323.1603
50400032,50400058,MAR04,1,0,2,9,-0.6386,-1.1032,-2.3602,0.4062,7,-0.2844,-1.4949,291.0773,236.1183,283.4708
50400043,50400069,MAR04,0,0,2,9,0.5348,-1.1032,-2.3236,0.4062,7,-0.1479,0.195,351.3686,265.7155,336.8902
50400013,50400075,MAR04,0,0,2,9,-0.6386,-1.1032,-0.6719,0.4062,7,-0.2001,0.5495,360.5114,335.6875,337.5328
50400135,50400080,MAR04,0,0,2,1,-0.6386,-1.4366,-0.456,0.4062,7,-2.8028,2.3806,432.6244,415.7425,403.4495
50400161,50400103,MAR04,1,10,3,1,1.18,-0.764,-1.1064,0.4062,7,-0.9424,-0.2473,298.5927,272.1895,325.0029
50400135,50400115,MAR04,0,0,1,1,-0.6386,-1.1032,-0.8536,0.4062,7,-0.3651,-2.3763,395.3175,323.8391,387.7586
50400009,50400128,MAR04,0,10,2,9,0.4456,-1.1032,-3.8475,0.4062,7,-0.9214,-2.3763,314.371,274.7744,313.1653
50400056,50400133,MAR04,0,0,2,1,-0.6386,-0.7347,-1.6732,0.4062,7,-0.4237,0.4444,365.6229,320.9181,387.0501
50400013,50400134,MAR04,0,0,4,1,1.2062,-0.4441,-1.5839,0.4062,7,-0.4647,-0.1384,334.4452,281.674,319.4321
50400102,50400138,MAR04,1,0,2,9,-0.6386,-1.1032,-1.119,0.4062,7,0.5029,0.4556,284.6427,269.1828,318.5176
50400056,50400142,MAR04,0,0,2,1,0.181,0.94,-0.7498,-1.6378,5,-0.3029,-0.2732,341.9552,270.9248,343.2576
50400102,50400146,MAR04,1,0,1,9,-0.6386,-1.1032,-3.7755,0.4062,7,-2.8028,-2.3763,289.5661,223.2161,298.0067
50400060,50400152,MAR04,1,2,2,9,3.6492,2.4959,-0.5705,0.4062,7,-1.5509,-0.4081,290.8724,165.7504,280.5557
50400057,50400156,MAR04,0,10,0,9,1.8348,-1.1032,-0.1838,0.4062,7,-0.5509,0.4738,326.6249,239.9678,303.8228
50400005,50400160,MAR04,0,0,3,1,0.9993,-0.3023,-0.1649,-0.8411,6,0.3623,-2.3763,493.7881,494.2953,537.3116
50400161,50400163,MAR04,1,6,4,1,0.9218,1.3762,-0.8071,0.4062,7,-0.6479,-0.6575,284.4984,211.7848,300.757
50400057,50400177,MAR04,1,0,1,9,-0.6386,-1.1032,-3.2286,0.4062,7,0.3623,-2.3763,290.495,234.0227,276.3777
50400103,50400188,MAR04,0,0,0,1,-0.6386,0.6505,-1.0226,0.4062,7,0.1169,1.5437,361.8735,385.4967,304.4174
50400084,50400194,MAR04,1,7,0,1,-0.6386,0.7508,-1.6321,-1.1809,6,1.5789,-0.0538,387.5895,392.968,361.6194
50400103,50400206,MAR04,0,10,0,1,-0.6386,1.0445,-1.6093,0.4062,7,-0.4437,-0.4375,379.4552,347.4216,378.4898
50400115,50400217,MAR04,0,0,2,1,0.5348,-0.566,-1.2404,0.4062,7,-0.3514,-0.6021,325.1936,265.6922,284.3103
50400101,50400222,MAR04,0,0,0,1,0.4437,0.9564,-3.6175,-2.5384,3,0.2326,0.6053,426.7444,422.3226,493.4778
50400101,50400245,MAR04,0,0,1,1,-0.6386,0.1424,-1.3199,0.4062,7,1.6341,1.0282,352.5102,328.6824,381.309
50400053,50400256,MAR04,1,8,2,1,0.4456,0.979,-1.9332,0.3243,6,-0.8443,-2.3763,371.5137,331.8031,345.203
50400005,50400264,MAR04,0,0,0,1,1.18,0.2802,-1.602,0.4062,7,-0.1858,-0.7294,437.5622,415.0069,480.0834
50400126,50400276,MAR04,1,0,0,1,-0.6386,0.5604,-1.6506,0.4062,7,-0.8462,-0.4039,309.3764,200.3049,306.604
50400053,50400278,MAR04,1,0,2,9,0.5348,-1.1032,-2.9684,0.4062,7,-0.1308,-0.4206,312.9684,317.1707,333.3526
50400126,50400282,MAR04,1,0,1,9,-0.6386,-1.1032,-4.0922,0.4062,2,-2.1869,-2.1848,306.0766,222.9559,281.7929
50400119,50400284,MAR04,0,0,2,1,1.6441,0.8031,-3.597,-1.1102,6,-0.9781,0.1843,335.5924,286.99,308.8839
50400009,50400287,MAR04,1,0,2,1,-0.6386,0.5654,-3.1925,0.4062,7,-2.8028,-2.3763,383.3805,338.05,384.2623
50400053,50400297,MAR04,1,0,4,9,1.2046,-0.0941,-0.8688,0.4062,7,-1.0755,0.3109,358.2983,315.7699,372.9305
50400119,50400299,MAR04,1,7,2,9,1.6441,0.9656,-0.6208,-0.4506,4,-1.2195,0.8159,313.7979,261.7724,321.3803
50400120,50400301,MAR04,1,9,2,9,1.3324,-1.1032,-1.117,0.4062,7,-1.0009,-0.5294,290.4794,228.5064,226.0256
50400120,50400304,MAR04,1,0,2,9,-0.6386,-1.1032,-1.0374,-1.0247,6,-0.8616,-0.1582,275.0932,195.977,293.018
50400101,50400313,MAR04,0,0,0,1,1.18,1.1516,-1.1695,-1.0247,6,-0.6032,0.501,386.2209,385.3157,402.2102
50400057,50400318,MAR04,1,1,0,9,0.5348,-1.1032,-1.587,0.4062,7,-0.7422,0.052,278.9535,264.6848,270.8239
50400013,50400324,MAR04,0,0,0,9,-0.6386,-1.1032,-1.7326,0.4062,7,-0.3385,-0.5684,323.3377,246.9108,324.8132
50400162,50400329,MAR04,1,0,3,0,-0.6386,0.4916,-1.9272,-1.0247,6,-0.6209,0.317,343.9809,260.257,338.5866
50400013,50400333,MAR04,0,0,2,9,0.5348,-1.1032,0.6647,-4.287,1,-0.5143,-2.3581,363.2241,290.4687,365.246
50400057,50400336,MAR04,9,0,2,9,-0.6386,-1.1032,-5.3801,0.4062,7,-2.8028,-2.3763,305.1884,261.6831,292.8708
50400162,50400347,MAR04,1,2,1,1,0.4139,-0.2559,-2.5505,0.4062,7,-1.4389,-0.6873,283.0907,207.3716,260.4411
50400101,50400365,MAR04,0,0,2,9,-0.6386,-1.1032,-2.5298,0.4062,7,-2.8028,-2.3763,395.9786,394.1342,388.2775
50400084,50400370,MAR04,1,4,2,1,1.2062,-0.2652,-1.8268,0.4062,7,-2.8028,-2.3763,298.6042,275.1122,302.2637
50400043,50400377,MAR04,0,0,4,1,0.5348,-0.041,-1.9425,0.4062,7,-1.8576,-0.5438,369.2273,320.8015,344.8199
50400096,50400381,MAR04,0,0,4,1,-0.6386,-2.1654,1.2677,0.4062,7,-2.8028,0.1056,473.819,441.6456,493.2046
50400120,50400392,MAR04,0,3,2,9,3.6492,-1.1032,-3.6215,0.4062,7,-1.207,-2.3763,297.155,239.0026,289.0678
50400161,50400394,MAR04,0,0,2,1,-0.6386,-1.3486,-0.3572,0.4062,7,-1.0213,-2.3763,417.7854,390.7546,410.6107
50400013,50400397,MAR04,0,0,3,9,-0.6386,-1.1032,-3.1765,0.4062,7,-0.3386,-0.1907,340.1044,302.2867,338.5305
50400162,50400410,MAR04,1,6,3,1,-0.6386,0.6701,-1.5434,0.4062,7,0.3623,1.4974,307.8416,250.0108,325.5252
50400084,50400419,MAR04,1,0,3,9,-0.6386,-1.1032,-1.6912,-0.8411,6,-1.3546,-1.1794,403.023,429.5048,404.4027
50400011,50400435,MAR04,1,0,3,9,-0.6386,-1.1032,-0.8546,0.4062,7,-0.3922,-0.7654,374.4746,367.5574,364.7957
50400005,50400438,MAR04,0,0,2,9,0.5348,-1.1032,-1.3208,0.4062,7,0.3623,-0.0253,413.9396,452.7978,423.6559
50400032,50400440,MAR04,0,0,3,1,-0.6386,-1.8699,-2.936,0.4062,7,-1.2178,-0.7936,377.8815,355.9113,393.0765
50400119,50400444,MAR04,1,7,2,9,1.7531,0.4129,0.3553,0.4062,7,-2.8028,-2.3763,333.6216,268.2969,366.4936
50400096,50400455,MAR04,0,1,2,1,0.5348,0.2673,0.5701,0.4062,7,0.3558,-2.3763,492.4969,493.9224,486.1226
50400084,50400456,MAR04,1,0,2,9,-0.6386,-1.1032,-1.5244,0.4062,7,0.2546,-0.585,351.9485,350.4207,396.7856
50400013,50400457,MAR04,0,10,2,9,-0.6386,-1.1032,-0.5384,-2.6419,3,0.3623,-2.3763,339.5616,238.6364,336.8247
50400084,50400459,MAR04,1,0,1,9,-0.6386,-1.1032,-2.8931,0.4062,7,-2.8028,-0.9047,331.1561,291.4188,283.575
50400043,50400462,MAR04,0,0,2,9,0.9993,-1.1032,-4.236,0.4062,7,-0.7784,-0.2714,344.2432,282.6833,293.8551
50400120,50400463,MAR04,1,8,0,9,1.3773,-1.1032,0.0529,0.4062,7,-0.402,0.2221,264.4834,138.1791,249.0916
50400060,50400468,MAR04,1,10,0,1,0.5348,1.1168,0.3121,0.4062,7,-0.8489,-1.2552,274.4967,273.0944,286.5992
50400060,50400477,MAR04,1,0,1,1,1.2046,1.2963,-0.3498,0.4062,7,-0.7043,0.5117,288.04,248.2491,296.1722
50400136,50400478,MAR04,1,10,2,1,-0.6386,-0.6938,-1.6757,-0.7265,6,0.3623,-2.3763,323.7228,289.2155,293.2704
50400102,50400501,MAR04,1,0,1,9,-0.6386,-1.1032,-3.4789,-2.4645,4,-2.8028,-2.3763,391.1034,352.7127,387.0282
50400136,50400504,MAR04,1,7,0,1,0.5348,1.2833,-3.3937,0.4062,7,1.5297,-0.8068,281.58,227.9052,253.4364
50400009,50400505,MAR04,1,4,1,9,-0.6386,-1.1032,-3.9779,-1.4101,5,-0.7836,-2.3763,361.3162,299.0816,341.7318
50400115,50400510,MAR04,0,0,0,9,-0.6386,-1.1032,-1.1861,0.4062,7,-2.8028,-0.9483,367.5607,349.1391,356.4984
50400120,50400511,MAR04,0,7,1,1,1.2046,0.9136,-0.8518,0.4062,7,-1.5673,-0.5218,287.3794,273.8796,270.0927
50400162,50400521,MAR04,1,0,2,1,-0.6386,-1.5758,-2.0459,0.3243,6,0.0262,-0.3584,260.9689,265.8751,314.1698
50400096,50400534,MAR04,0,0,2,1,0.5348,0.1264,1.0445,0.4062,7,-1.1519,-0.0888,523.4146,447.4246,515.0443
50400119,50400550,MAR04,1,1,2,1,-0.6386,-0.4545,-1.128,0.4062,7,-0.6694,0.4417,367.7103,394.3897,394.7823
50400011,50400555,MAR04,0,10,1,1,-0.6386,-1.1032,-1.0778,-5.6242,0,0.3625,-2.3763,351.6454,300.9553,376.1482
50400162,50400557,MAR04,1,0,1,1,-0.6386,0.6346,-0.5243,0.4062,7,0.0218,-0.4653,284.5092,263.8564,282.7363
50400135,50400572,MAR04,1,0,2,0,1.2062,-0.9992,-2.5098,0.4062,7,-2.8028,-0.8072,342.2202,293.1488,358.8786
50400162,50400574,MAR04,0,0,1,1,-0.6386,-0.3262,-1.6104,0.4062,7,-0.6146,-1.1369,390.3544,323.4659,377.694
50400013,50400592,MAR04,0,0,0,9,-0.6386,-1.1032,-2.1451,0.4062,7,-0.6367,-2.3763,288.5694,246.8269,249.0043
50400119,50400597,MAR04,0,0,2,1,-0.6386,-1.9023,-2.2095,0.4062,0,-2.8028,0.3082,344.4883,328.7431,357.7319
50400119,50400615,MAR04,1,5,0,1,-0.6386,-1.1032,-1.4984,0.4062,1,-2.8028,-2.3763,301.0835,265.5985,298.1436
50400053,50400634,MAR04,1,0,2,9,-0.6386,-1.1032,-2.1063,0.4062,7,-0.1803,-0.004,308.8195,274.0174,314.3726
50400056,50400636,MAR04,0,0,3,1,-0.6386,-1.1032,0.308,0.1884,5,-2.8028,-2.3763,327.1701,291.4358,340.3355
50400136,50400638,MAR04,1,1,0,9,0.4456,-1.1032,-3.8015,0.4062,7,0.3623,-2.3763,302.3765,238.4314,326.7519
50400161,50400640,MAR04,0,0,2,1,1.6186,0.5843,-2.1518,0.4062,7,-2.8028,-1.7846,327.7219,289.925,321.6152
50400103,50400641,MAR04,0,0,3,1,-0.6386,0.3494,-1.122,-2.4645,4,0.0742,-0.1643,391.4923,384.5374,348.1326
50400161,50400661,MAR04,0,0,3,9,-0.6386,-1.1032,-1.0374,0.4062,7,-0.4397,-0.6957,395.1211,384.5443,407.5726
50400013,50400694,MAR04,0,0,2,9,-0.6386,-1.1032,-2.1788,0.4062,7,-0.5389,-0.3896,354.0262,327.829,341.1084
